,initial-vals,decisions,info-levels,received-count,failed-count,key,is-correct-answer,reason
38,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
39,"[1, 0, 0]","[0, 0, 0]","[1, 1, 1]",12,18,"[1, 1, 1]",True,-
40,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
41,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
42,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[4, 4, 4]",True,-
43,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
44,"[0, 0, 1]","[0, 0, 0]","[1, 1, 0]",13,17,"[5, 5, None]",True,-
45,"[0, 1, 1]","[0, 0, 0]","[2, 1, 2]",13,17,"[5, 5, 5]",True,-
46,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
47,"[0, 0, 1]","[0, 0, 0]","[1, 2, 2]",16,14,"[3, 3, 3]",True,-
48,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
49,"[0, 0, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[1, 1, 1]",True,-
50,"[1, 0, 0]","[0, 0, 0]","[3, 3, 3]",23,7,"[1, 1, 1]",True,-
51,"[0, 0, 0]","[0, 0, 0]","[1, 2, 2]",15,15,"[5, 5, 5]",True,-
52,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
53,"[0, 0, 1]","[0, 0, 0]","[3, 2, 3]",19,11,"[3, 3, 3]",True,-
54,"[1, 1, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
55,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",17,13,"[5, 5, 5]",True,-
56,"[0, 1, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[2, 2, 2]",True,-
57,"[1, 0, 0]","[0, 0, 0]","[2, 1, 1]",14,16,"[3, 3, 3]",True,-
58,"[0, 1, 1]","[0, 0, 0]","[3, 3, 2]",19,11,"[5, 5, 5]",True,-
59,"[0, 0, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[4, 4, 4]",True,-
60,"[1, 1, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[5, 5, 5]",True,-
61,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",15,15,"[3, 3, 3]",True,-
62,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
63,"[0, 0, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
64,"[0, 0, 0]","[0, 0, 0]","[1, 1, 2]",15,15,"[1, 1, 1]",True,-
65,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
66,"[1, 1, 0]","[0, 0, 0]","[2, 2, 2]",13,17,"[4, 4, 4]",True,-
67,"[0, 1, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[5, 5, 5]",True,-
68,"[0, 1, 1]","[0, 0, 0]","[2, 3, 2]",17,13,"[1, 1, 1]",True,-
69,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
70,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",10,20,"[2, 2, 2]",True,-
71,"[0, 0, 1]","[0, 0, 0]","[2, 3, 2]",19,11,"[4, 4, 4]",True,-
72,"[1, 1, 0]","[0, 0, 0]","[1, 2, 2]",16,14,"[2, 2, 2]",True,-
73,"[0, 1, 0]","[0, 0, 0]","[1, 0, 1]",13,17,"[3, 3, 3]",True,-
74,"[0, 0, 0]","[0, 0, 0]","[2, 2, 2]",13,17,"[3, 3, 3]",True,-
75,"[0, 1, 1]","[0, 0, 0]","[1, 2, 2]",15,15,"[1, 1, 1]",True,-
76,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",21,9,"[1, 1, 1]",True,-
77,"[0, 0, 0]","[0, 0, 0]","[2, 3, 2]",19,11,"[2, 2, 2]",True,-
78,"[1, 1, 0]","[0, 0, 0]","[1, 1, 2]",13,17,"[2, 2, 2]",True,-
79,"[0, 0, 0]","[0, 0, 0]","[1, 2, 2]",16,14,"[4, 4, 4]",True,-
80,"[1, 0, 1]","[0, 0, 0]","[2, 1, 1]",12,18,"[1, 1, 1]",True,-
81,"[0, 1, 0]","[0, 0, 0]","[2, 1, 2]",14,16,"[5, 5, 5]",True,-
82,"[0, 1, 0]","[0, 0, 0]","[3, 2, 2]",17,13,"[2, 2, 2]",True,-
83,"[1, 0, 1]","[0, 0, 0]","[3, 3, 3]",16,14,"[2, 2, 2]",True,-
84,"[1, 1, 0]","[0, 0, 0]","[2, 2, 1]",14,16,"[1, 1, 1]",True,-
85,"[0, 1, 0]","[0, 0, 0]","[2, 2, 1]",18,12,"[1, 1, 1]",True,-
86,"[0, 1, 0]","[0, 0, 0]","[2, 1, 1]",17,13,"[2, 2, 2]",True,-
87,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
88,"[0, 1, 0]","[0, 0, 0]","[1, 1, 2]",14,16,"[3, 3, 3]",True,-
89,"[1, 0, 1]","[0, 0, 0]","[1, 2, 1]",14,16,"[5, 5, 5]",True,-
90,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",13,17,"[5, 5, 5]",True,-
91,"[0, 0, 0]","[0, 0, 0]","[2, 2, 3]",19,11,"[2, 2, 2]",True,-
92,"[1, 1, 1]","[0, 0, 0]","[1, 2, 1]",7,23,"[3, 3, 3]",True,-
93,"[0, 1, 1]","[0, 0, 0]","[2, 3, 2]",16,14,"[1, 1, 1]",True,-
94,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[5, 5, 5]",True,-
95,"[0, 1, 0]","[0, 0, 0]","[1, 1, 2]",12,18,"[1, 1, 1]",True,-
96,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",13,17,"[3, 3, 3]",True,-
97,"[1, 1, 0]","[0, 0, 0]","[1, 2, 2]",15,15,"[2, 2, 2]",True,-
98,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
99,"[0, 0, 0]","[0, 0, 0]","[2, 2, 2]",20,10,"[1, 1, 1]",True,-
100,"[1, 0, 0]","[0, 0, 0]","[2, 3, 3]",19,11,"[1, 1, 1]",True,-
101,"[1, 0, 0]","[0, 0, 0]","[1, 1, 1]",10,20,"[2, 2, 2]",True,-
102,"[0, 0, 1]","[0, 0, 0]","[3, 3, 3]",16,14,"[2, 2, 2]",True,-
103,"[0, 0, 1]","[0, 0, 0]","[2, 1, 1]",15,15,"[4, 4, 4]",True,-
104,"[0, 0, 0]","[0, 0, 0]","[2, 3, 3]",19,11,"[3, 3, 3]",True,-
105,"[1, 1, 0]","[0, 0, 0]","[1, 1, 1]",13,17,"[3, 3, 3]",True,-
106,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
107,"[1, 0, 0]","[0, 0, 0]","[1, 2, 1]",11,19,"[4, 4, 4]",True,-
108,"[1, 0, 0]","[0, 0, 0]","[2, 3, 2]",19,11,"[4, 4, 4]",True,-
109,"[0, 0, 1]","[0, 0, 0]","[1, 1, 2]",13,17,"[5, 5, 5]",True,-
110,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[5, 5, 5]",True,-
111,"[0, 0, 0]","[0, 0, 0]","[3, 2, 2]",14,16,"[4, 4, 4]",True,-
112,"[0, 1, 1]","[0, 0, 0]","[1, 2, 2]",19,11,"[4, 4, 4]",True,-
113,"[0, 1, 0]","[0, 0, 0]","[1, 1, 1]",12,18,"[5, 5, 5]",True,-
114,"[0, 1, 1]","[0, 0, 0]","[2, 1, 2]",11,19,"[2, 2, 2]",True,-
115,"[1, 0, 1]","[0, 0, 0]","[1, 2, 1]",15,15,"[1, 1, 1]",True,-
116,"[0, 0, 0]","[0, 0, 0]","[2, 2, 1]",16,14,"[5, 5, 5]",True,-
117,"[0, 1, 1]","[0, 0, 0]","[2, 1, 1]",14,16,"[3, 3, 3]",True,-
118,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",11,19,"[1, 1, 1]",True,-
119,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",20,10,"[3, 3, 3]",True,-
120,"[0, 0, 0]","[0, 0, 0]","[2, 1, 2]",12,18,"[1, 1, 1]",True,-
121,"[0, 1, 0]","[0, 0, 0]","[2, 1, 2]",13,17,"[1, 1, 1]",True,-
122,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",9,21,"[1, 1, 1]",True,-
123,"[1, 0, 0]","[0, 0, 0]","[2, 3, 2]",18,12,"[1, 1, 1]",True,-
124,"[1, 0, 0]","[0, 0, 0]","[2, 2, 3]",16,14,"[2, 2, 2]",True,-
125,"[0, 0, 0]","[0, 0, 0]","[1, 2, 2]",14,16,"[3, 3, 3]",True,-
126,"[1, 1, 0]","[0, 0, 0]","[3, 3, 3]",21,9,"[5, 5, 5]",True,-
127,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[2, 2, 2]",True,-
128,"[1, 1, 0]","[0, 0, 0]","[3, 2, 3]",20,10,"[4, 4, 4]",True,-
129,"[1, 0, 0]","[0, 0, 0]","[3, 3, 3]",21,9,"[3, 3, 3]",True,-
130,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
131,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",18,12,"[5, 5, 5]",True,-
132,"[1, 0, 0]","[0, 0, 0]","[2, 3, 2]",18,12,"[4, 4, 4]",True,-
133,"[0, 1, 1]","[0, 0, 0]","[2, 1, 1]",17,13,"[2, 2, 2]",True,-
134,"[1, 0, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[1, 1, 1]",True,-
135,"[0, 1, 1]","[0, 0, 0]","[2, 3, 3]",15,15,"[5, 5, 5]",True,-
136,"[0, 0, 0]","[0, 0, 0]","[1, 2, 2]",17,13,"[3, 3, 3]",True,-
137,"[0, 1, 1]","[0, 0, 0]","[2, 2, 1]",17,13,"[4, 4, 4]",True,-
138,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[4, 4, 4]",True,-
139,"[0, 0, 1]","[0, 0, 0]","[1, 1, 2]",17,13,"[2, 2, 2]",True,-
140,"[0, 1, 1]","[0, 0, 0]","[2, 1, 1]",14,16,"[5, 5, 5]",True,-
141,"[0, 0, 1]","[0, 0, 0]","[2, 2, 3]",18,12,"[5, 5, 5]",True,-
142,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
143,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",14,16,"[3, 3, 3]",True,-
144,"[1, 0, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[2, 2, 2]",True,-
145,"[0, 1, 0]","[0, 0, 0]","[2, 2, 3]",20,10,"[4, 4, 4]",True,-
146,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
147,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
148,"[0, 1, 1]","[0, 0, 0]","[2, 3, 3]",16,14,"[5, 5, 5]",True,-
149,"[1, 0, 1]","[0, 0, 0]","[2, 1, 1]",8,22,"[1, 1, 1]",True,-
150,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",13,17,"[2, 2, 2]",False,Agreement
151,"[0, 0, 0]","[0, 0, 0]","[2, 3, 2]",16,14,"[2, 2, 2]",True,-
152,"[0, 0, 1]","[0, 0, 0]","[2, 3, 2]",23,7,"[5, 5, 5]",True,-
153,"[1, 0, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[3, 3, 3]",True,-
154,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
155,"[1, 1, 0]","[0, 0, 0]","[2, 2, 3]",14,16,"[5, 5, 5]",True,-
156,"[1, 0, 0]","[0, 0, 0]","[2, 1, 1]",14,16,"[4, 4, 4]",True,-
157,"[0, 1, 0]","[0, 0, 0]","[2, 2, 1]",15,15,"[2, 2, 2]",True,-
158,"[1, 1, 0]","[0, 0, 0]","[2, 3, 2]",18,12,"[2, 2, 2]",True,-
159,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
160,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
161,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",13,17,"[5, 5, 5]",True,-
162,"[1, 0, 1]","[0, 0, 0]","[0, 1, 1]",10,20,"[5, 5, 5]",True,-
163,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",18,12,"[1, 1, 1]",True,-
164,"[0, 1, 0]","[0, 0, 0]","[1, 2, 2]",16,14,"[4, 4, 4]",True,-
165,"[0, 0, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[2, 2, 2]",True,-
166,"[0, 1, 1]","[0, 0, 0]","[3, 2, 2]",16,14,"[2, 2, 2]",True,-
167,"[0, 1, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[1, 1, 1]",True,-
168,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",17,13,"[4, 4, 4]",True,-
169,"[1, 0, 0]","[0, 0, 0]","[2, 1, 2]",13,17,"[1, 1, 1]",True,-
170,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[2, 2, 2]",True,-
171,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[1, 1, 1]",True,-
172,"[1, 1, 0]","[0, 0, 0]","[1, 1, 1]",11,19,"[5, 5, 5]",True,-
173,"[1, 1, 1]","[1, 1, 1]","[1, 2, 1]",13,17,"[1, 1, 1]",True,-
174,"[1, 0, 0]","[0, 0, 0]","[1, 1, 1]",13,17,"[1, 1, 1]",True,-
175,"[0, 0, 1]","[0, 0, 0]","[2, 3, 3]",15,15,"[1, 1, 1]",True,-
176,"[1, 1, 0]","[0, 0, 0]","[1, 2, 2]",16,14,"[2, 2, 2]",True,-
177,"[0, 0, 1]","[0, 0, 0]","[1, 1, 1]",12,18,"[2, 2, 2]",True,-
178,"[1, 1, 0]","[0, 0, 0]","[1, 2, 2]",13,17,"[2, 2, 2]",True,-
179,"[1, 1, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
180,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[1, 1, 1]",True,-
181,"[0, 0, 1]","[0, 0, 0]","[2, 1, 2]",12,18,"[1, 1, 1]",True,-
182,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",16,14,"[4, 4, 4]",True,-
183,"[0, 1, 1]","[0, 0, 0]","[2, 2, 3]",18,12,"[1, 1, 1]",True,-
184,"[1, 0, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[3, 3, 3]",True,-
185,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
186,"[1, 1, 0]","[0, 0, 0]","[1, 0, 1]",11,19,"[5, None, 5]",True,-
187,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[5, 5, 5]",True,-
188,"[0, 0, 1]","[0, 0, 0]","[1, 2, 1]",14,16,"[3, 3, 3]",True,-
189,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",16,14,"[5, 5, 5]",True,-
190,"[1, 0, 0]","[0, 0, 0]","[1, 2, 1]",13,17,"[4, 4, 4]",True,-
191,"[1, 0, 1]","[0, 0, 0]","[1, 1, 1]",13,17,"[1, 1, 1]",True,-
192,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
193,"[1, 0, 1]","[0, 0, 0]","[2, 2, 3]",19,11,"[5, 5, 5]",True,-
194,"[0, 1, 0]","[0, 0, 0]","[1, 1, 1]",12,18,"[5, 5, 5]",True,-
195,"[0, 0, 1]","[0, 0, 0]","[2, 3, 2]",12,18,"[4, 4, 4]",True,-
196,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
197,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
198,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
199,"[0, 0, 1]","[0, 0, 0]","[3, 3, 3]",19,11,"[3, 3, 3]",True,-
200,"[0, 0, 0]","[0, 0, 0]","[1, 2, 2]",16,14,"[2, 2, 2]",True,-
201,"[1, 0, 0]","[0, 0, 0]","[2, 1, 2]",14,16,"[5, 5, 5]",True,-
202,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[4, 4, 4]",True,-
203,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
204,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
205,"[1, 1, 0]","[0, 0, 0]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
206,"[1, 0, 1]","[0, 0, 0]","[1, 2, 2]",18,12,"[5, 5, 5]",True,-
207,"[0, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[4, 4, 4]",True,-
208,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",17,13,"[5, 5, 5]",True,-
209,"[1, 1, 0]","[0, 0, 0]","[1, 2, 1]",14,16,"[2, 2, 2]",True,-
210,"[0, 0, 1]","[0, 0, 0]","[3, 3, 2]",21,9,"[1, 1, 1]",True,-
211,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
212,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",11,19,"[4, 4, 4]",True,-
213,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",12,18,"[5, 5, 5]",True,-
214,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]",14,16,"[3, 3, 3]",True,-
215,"[0, 1, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[2, 2, 2]",True,-
216,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[1, 1, 1]",True,-
217,"[0, 1, 0]","[0, 0, 0]","[1, 1, 1]",9,21,"[1, 1, 1]",True,-
218,"[1, 0, 0]","[0, 0, 0]","[1, 2, 1]",12,18,"[3, 3, 3]",True,-
219,"[0, 0, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
220,"[0, 1, 1]","[0, 0, 0]","[2, 3, 2]",23,7,"[5, 5, 5]",True,-
221,"[1, 0, 1]","[0, 0, 0]","[1, 1, 0]",9,21,"[3, 3, None]",True,-
222,"[0, 0, 1]","[0, 0, 0]","[2, 1, 2]",17,13,"[2, 2, 2]",True,-
223,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
224,"[1, 0, 1]","[0, 0, 0]","[1, 2, 1]",11,19,"[2, 2, 2]",True,-
225,"[0, 0, 0]","[0, 0, 0]","[2, 2, 1]",14,16,"[5, 5, 5]",True,-
226,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
227,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
228,"[1, 1, 0]","[0, 0, 0]","[2, 1, 2]",14,16,"[1, 1, 1]",True,-
229,"[0, 1, 1]","[0, 0, 0]","[1, 2, 1]",12,18,"[1, 1, 1]",True,-
230,"[1, 0, 1]","[0, 0, 0]","[2, 1, 2]",15,15,"[1, 1, 1]",True,-
231,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[4, 4, 4]",True,-
232,"[0, 1, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[2, 2, 2]",True,-
233,"[0, 1, 0]","[0, 0, 0]","[3, 2, 2]",18,12,"[1, 1, 1]",True,-
234,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
235,"[1, 0, 0]","[0, 0, 0]","[1, 2, 1]",9,21,"[4, 4, 4]",True,-
236,"[0, 1, 1]","[0, 0, 0]","[3, 3, 2]",18,12,"[1, 1, 1]",True,-
237,"[0, 0, 0]","[0, 0, 0]","[2, 3, 3]",17,13,"[1, 1, 1]",True,-
238,"[0, 1, 1]","[0, 0, 0]","[2, 3, 3]",17,13,"[4, 4, 4]",True,-
239,"[1, 0, 0]","[0, 0, 0]","[1, 2, 2]",13,17,"[4, 4, 4]",True,-
240,"[1, 1, 1]","[0, 0, 0]","[3, 3, 2]",18,12,"[5, 5, 5]",True,-
241,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",18,12,"[1, 1, 1]",True,-
242,"[0, 1, 0]","[0, 0, 0]","[2, 1, 2]",15,15,"[4, 4, 4]",True,-
243,"[1, 1, 1]","[0, 1, 0]","[1, 2, 1]",12,18,"[2, 2, 2]",False,Agreement
244,"[0, 0, 0]","[0, 0, 0]","[3, 2, 2]",19,11,"[4, 4, 4]",True,-
245,"[1, 0, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[2, 2, 2]",True,-
246,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
247,"[0, 0, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[3, 3, 3]",True,-
248,"[0, 1, 0]","[0, 0, 0]","[1, 1, 1]",10,20,"[3, 3, 3]",True,-
249,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",15,15,"[1, 1, 1]",True,-
250,"[1, 1, 0]","[0, 0, 0]","[1, 1, 0]",13,17,"[1, 1, 1]",True,-
251,"[0, 1, 0]","[0, 0, 0]","[2, 2, 3]",17,13,"[3, 3, 3]",True,-
252,"[1, 0, 0]","[0, 0, 0]","[2, 2, 1]",14,16,"[4, 4, 4]",True,-
253,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
254,"[0, 0, 1]","[0, 0, 0]","[3, 2, 2]",14,16,"[3, 3, 3]",True,-
255,"[1, 0, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
256,"[0, 0, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
257,"[1, 0, 1]","[0, 0, 0]","[0, 1, 1]",9,21,"[3, 3, 3]",True,-
258,"[1, 0, 0]","[0, 0, 0]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
259,"[0, 0, 1]","[0, 0, 0]","[3, 2, 3]",21,9,"[2, 2, 2]",True,-
260,"[1, 0, 1]","[0, 0, 0]","[0, 1, 1]",8,22,"[1, 1, 1]",True,-
261,"[0, 1, 0]","[0, 0, 0]","[0, 1, 1]",12,18,"[2, 2, 2]",True,-
262,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",10,20,"[2, 2, 2]",False,Agreement
263,"[0, 1, 0]","[0, 0, 0]","[3, 2, 3]",16,14,"[5, 5, 5]",True,-
264,"[0, 1, 0]","[0, 0, 0]","[2, 2, 2]",19,11,"[1, 1, 1]",True,-
265,"[1, 0, 1]","[0, 0, 0]","[3, 2, 2]",17,13,"[4, 4, 4]",True,-
266,"[1, 0, 0]","[0, 0, 0]","[1, 0, 1]",11,19,"[2, None, 2]",True,-
